symbol,timestamp,date,week,hour,signal,source,confidence,entry_price,stop_loss,tp1,tp2,outcome,pnl_pct,exit_price,is_winner,executed,execution_mode,ml_probability,ml_vote,lstm_probability,lstm_vote,confluence_score,votes_for,votes_against,market_regime,market_regime_base,rsi,adx,atr,bb_position,trend,macd_histogram,cvd,orderbook_imbalance,operation_type,block_reason,voter_rsi,voter_macd,voter_trend,voter_adx,voter_bb,voter_orderbook,voter_cvd,voter_regime,voter_setup_validator,voter_llm,risk_distance_pct,reward_distance_pct,risk_reward
DOTUSDT,2026-03-17 18:03:07.390999+00:00,2026-03-17,12,18,NO_SIGNAL,AGNO,7,1.6,1.58,1.632,1.656,INVALID,0.0,0.0,False,False,,,0,0.7003946304321289,0,0.75,3.0,1,,,54.042955669071716,25.0,0.0,0.3669690235400034,strong_bullish,-0.005796166135259087,0.0,0.004778820705768929,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [MACD contra (-0.0058) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 25.29) | Bi-LSTM win prob=70.0%]",0,0,0,0,0,0,0,0,0,0,1.250000000000001,1.999999999999988,1.599999999999989
DOTUSDT,2026-03-17 20:04:26.324365+00:00,2026-03-17,12,20,NO_SIGNAL,AGNO,5,1.59,1.63,1.55,1.51,INVALID,0.0,0.0,False,False,,,0,0.675650954246521,0,1.0,3.0,0,,,51.075853769803146,25.0,0.0,0.3027045627087921,neutral,-0.004479678515944541,0.0,0.10516382575861039,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-0.0045) | ADX weak trend (0.0 < 22.9) | Bi-LSTM win prob=67.6%]",0,0,0,0,0,0,0,0,0,0,2.5157232704402395,2.5157232704402537,1.0000000000000056
DOTUSDT,2026-03-17 21:03:42.283394+00:00,2026-03-17,12,21,NO_SIGNAL,AGNO,8,1.61,1.49,1.65,1.67,INVALID,0.0,0.0,False,False,,,0,0.6656384468078613,0,0.75,3.0,1,,,55.8873765255302,25.0,0.0,0.5590025046726855,strong_bullish,-0.0034868794608659825,0.0,0.05797548845145178,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [MACD contra (-0.0035) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 22.9) | Bi-LSTM win prob=66.6%]",0,0,0,0,0,0,0,0,0,0,7.453416149068329,2.4844720496894293,0.3333333333333315
DOTUSDT,2026-03-17 22:03:24.474790+00:00,2026-03-17,12,22,SELL,AGNO,6,1.62,1.655,1.586,1.565,TP2_HIT,2.746913580246919,1.565,True,False,,0.010653083382007149,0,0.6488891839981079,0,0.8,4.0,1,,,61.934728108238815,25.0,0.0,0.9644219900206306,strong_bullish,-0.0018026517366233879,0.0,0.19289244469626826,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.1604938271604888,2.098765432098767,0.9714285714285745
DOTUSDT,2026-03-17 23:04:25.596708+00:00,2026-03-17,12,23,SELL,AGNO,6,1.62,1.65,1.56,1.5,SL_HIT,-1.8518518518518396,1.65,False,False,,0.024800038858865475,0,0.6318891048431396,0,0.8,4.0,1,,,63.376559297315936,25.0,0.0,1.0127882994195587,strong_bullish,-0.0004712253858657339,0.0,0.08994822027625761,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,1.8518518518518396,3.703703703703707,2.0000000000000147
DOTUSDT,2026-03-18 00:03:26.182491+00:00,2026-03-18,12,0,BUY,AGNO,7,1.62,1.6,1.654,1.677,SL_HIT,-1.234567901234569,1.6,False,False,,0.591444679032127,0,0.6751512885093689,0,1.0,4.0,0,,,61.49519594174669,25.0,0.0,0.89306294447061,strong_bullish,0.00012362704411769503,0.0,0.0928412590201727,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,1.234567901234569,2.0987654320987534,1.6999999999999889
DOTUSDT,2026-03-18 00:34:37.441481+00:00,2026-03-18,12,0,NO_SIGNAL,AGNO,6,1.62,1.655,1.586,1.565,INVALID,0.0,0.0,False,False,,,0,0.675382137298584,0,0.5,2.0,2,,,61.49519594174669,25.0,0.0,0.89306294447061,strong_bullish,0.00012362704411769503,0.0,0.05354737932802329,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 55%), votos=2 (mín 4). Votos: [MACD contra (0.0001) | Trend contra (strong_bullish) | ADX weak trend (0.0 < 18.91) | BB near upper band (0.89) | Bi-LSTM prob=67.5% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,2.1604938271604888,2.098765432098767,0.9714285714285745
DOTUSDT,2026-03-18 01:03:32.874486+00:00,2026-03-18,12,1,NO_SIGNAL,AGNO,6,1.63,1.66,1.57,1.51,INVALID,0.0,0.0,False,False,,,0,0.694403886795044,0,0.5,2.0,2,,,64.86489466373459,25.0,0.0,1.0038340782201394,strong_bullish,0.0009911566653346728,0.0,0.018464010869406678,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 55%), votos=2 (mín 4). Votos: [MACD contra (0.0010) | Trend contra (strong_bullish) | ADX weak trend (0.0 < 16.09) | BB near upper band (1.00) | Bi-LSTM prob=69.4% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.840490797546014,3.6809815950920144,1.9999999999999925
DOTUSDT,2026-03-18 01:43:29.565225+00:00,2026-03-18,12,1,NO_SIGNAL,AGNO,7,1.63,1.61,1.665,1.687,INVALID,0.0,0.0,False,False,,,0,0.6944340467453003,0,1.0,3.0,0,,,64.86489466373459,25.0,0.0,1.0038340782201394,strong_bullish,0.0009911566653346728,0.0,0.1506048828648584,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (0.0010) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 16.09) | Bi-LSTM prob=69.4% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2269938650306624,2.14723926380369,1.7500000000000249
DOTUSDT,2026-03-18 02:03:30.207432+00:00,2026-03-18,12,2,NO_SIGNAL,AGNO,8,1.62,1.598,1.654,1.677,INVALID,0.0,0.0,False,False,,,0,0.7135244607925415,0,1.0,3.0,0,,,61.63763112628672,25.0,0.0,0.8570937826788543,strong_bullish,0.001088410830658552,0.0,0.005310486082022899,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (0.0011) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 15.87) | Bi-LSTM prob=71.4% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.3580246913580258,2.0987654320987534,1.5454545454545354
DOTUSDT,2026-03-18 03:03:59.303443+00:00,2026-03-18,12,3,NO_SIGNAL,AGNO,7,1.64,1.62,1.68,1.7,INVALID,0.0,0.0,False,False,,,0,0.744890570640564,0,0.75,3.0,1,,,67.54932527308412,25.0,0.0,1.0601100723074985,strong_bullish,0.00209928096528552,0.0,-0.03486323581387767,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra BUY (67.5 > 62.81) | MACD aligned (0.0021) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 15.87) | Bi-LSTM prob=74.5% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2195121951219388,2.4390243902439046,2.000000000000022
DOTUSDT,2026-03-18 04:03:25.030132+00:00,2026-03-18,12,4,NO_SIGNAL,AGNO,7,1.63,1.61,1.67,1.69,INVALID,0.0,0.0,False,False,,,0,0.7297852039337158,0,0.75,3.0,1,,,65.01076331285316,25.0,0.0,0.9344778877025132,strong_bullish,0.002284841078985911,0.0,0.17513669953916414,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra BUY (65.0 > 62.81) | MACD aligned (0.0023) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 15.87) | Bi-LSTM prob=73.0% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2269938650306624,2.4539877300613524,2.0000000000000226
DOTUSDT,2026-03-18 05:03:43.942350+00:00,2026-03-18,12,5,NO_SIGNAL,AGNO,6,1.64,1.6728,1.6064,1.5856,INVALID,0.0,0.0,False,False,,,0,0.7891692519187927,0,0.6,3.0,2,,,63.72130819843858,25.0,0.0,0.870021398087846,strong_bullish,0.002065813171114945,0.0,-0.010074466909324873,DAY_TRADE,"Confluência: confluência insuficiente: score=60.0% (mín 55%), votos=3 (mín 4). Votos: [RSI overbought (63.7 > 62.81) | MACD contra (0.0021) | Trend contra (strong_bullish) | ADX weak trend (0.0 < 15.87) | BB near upper band (0.87) | Bi-LSTM prob=78.9% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,2.00000000000001,2.048780487804869,1.0243902439024293
DOTUSDT,2026-03-18 06:03:45.251293+00:00,2026-03-18,12,6,NO_SIGNAL,AGNO,8,1.63,1.61,1.66,1.69,INVALID,0.0,0.0,False,False,,,0,0.7890535593032837,0,1.0,3.0,0,,,58.13347743643921,25.0,0.0,0.7215849422663949,strong_bullish,0.0011532469749631208,0.0,0.18500377053658346,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (0.0012) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 15.87) | Bi-LSTM prob=78.9% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2269938650306624,1.840490797546014,1.5000000000000167
DOTUSDT,2026-03-18 08:03:43.720767+00:00,2026-03-18,12,8,NO_SIGNAL,AGNO,7,1.63,1.49,1.66,1.69,INVALID,0.0,0.0,False,False,,,0,0.7849155068397522,0,0.667,2.0,1,,,56.22732868967475,25.0,0.0,0.646740769106211,strong_bullish,-0.0003405411698576208,0.0,0.051251062275891004,DAY_TRADE,"Confluência: confluência insuficiente: score=66.7% (mín 55%), votos=2 (mín 4). Votos: [MACD contra (-0.0003) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 16.24) | Bi-LSTM prob=78.5% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,8.588957055214719,1.840490797546014,0.21428571428571463
DOTUSDT,2026-03-18 09:03:42.305639+00:00,2026-03-18,12,9,NO_SIGNAL,AGNO,7,1.62,1.49,1.65,1.68,INVALID,0.0,0.0,False,False,,,0,0.773792028427124,0,0.667,2.0,1,,,56.227328960707844,25.0,0.0,0.6275982885377963,strong_bullish,-0.0008983167067598032,0.0,0.12701827967544738,DAY_TRADE,"Confluência: confluência insuficiente: score=66.7% (mín 55%), votos=2 (mín 4). Votos: [MACD contra (-0.0009) | Trend aligned (strong_bullish) | ADX weak trend (0.0 < 16.24) | Bi-LSTM prob=77.4% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,8.024691358024699,1.8518518518518396,0.23076923076922903
DOTUSDT,2026-03-18 10:03:43.573308+00:00,2026-03-18,12,10,NO_SIGNAL,AGNO,6,1.63,1.67,1.57,1.51,INVALID,0.0,0.0,False,False,,,0,0.7706786394119263,0,0.75,3.0,1,,,61.15167381745148,25.0,0.0,0.7522806020103614,strong_bullish,-0.0006560577630955935,0.0,-0.009246240623014929,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI overbought (61.2 > 60.95) | MACD aligned (-0.0007) | Trend contra (strong_bullish) | ADX weak trend (0.0 < 16.24) | Bi-LSTM prob=77.1% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,2.4539877300613524,3.6809815950920144,1.4999999999999942
DOTUSDT,2026-03-18 11:03:39.238952+00:00,2026-03-18,12,11,NO_SIGNAL,AGNO,6,1.63,1.675,1.57,1.52,INVALID,0.0,0.0,False,False,,,0,0.750044584274292,0,0.667,2.0,1,,,60.419686197182656,25.0,0.0,0.7151292370477128,strong_bullish,-0.0006255520316610259,0.0,0.02962570534773289,DAY_TRADE,"Confluência: confluência insuficiente: score=66.7% (mín 55%), votos=2 (mín 4). Votos: [MACD aligned (-0.0006) | Trend contra (strong_bullish) | ADX weak trend (0.0 < 16.24) | Bi-LSTM prob=75.0% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,2.760736196319028,3.6809815950920144,1.333333333333325
DOTUSDT,2026-03-18 12:03:52.553500+00:00,2026-03-18,12,12,NO_SIGNAL,AGNO,4,1.6,1.65,1.54,1.48,INVALID,0.0,0.0,False,False,,,0,0.7382231950759888,0,1.0,1.5,0,,,43.978742396398864,25.0,0.0,0.23309597977750438,neutral,-0.0025148359230940387,0.0,-0.0676897888000464,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=2 (mín 4). Votos: [MACD aligned (-0.0025) | ADX weak trend (0.0 < 16.24) | Bi-LSTM prob=73.8% (ignorado: acc=57.6% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,3.124999999999989,3.7500000000000036,1.2000000000000055
DOTUSDT,2026-03-18 13:03:56.830934+00:00,2026-03-18,12,13,NO_SIGNAL,AGNO,5,1.59,1.65,1.53,1.47,INVALID,0.0,0.0,False,False,,,0,0.7092924118041992,0,1.0,2.0,0,,,37.857904089294934,25.0,0.0,-0.02927826752441477,neutral,-0.004673007366324873,0.0,0.10142238940342406,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=2 (mín 4). Votos: [MACD aligned (-0.0047) | ADX weak trend (0.0 < 16.24) | Bi-LSTM prob=70.9% (ignorado: acc=56.2% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,3.7735849056603668,3.7735849056603805,1.0000000000000036
DOTUSDT,2026-03-18 14:08:07.047948+00:00,2026-03-18,12,14,NO_SIGNAL,AGNO,4,1.57,1.49,1.65,1.73,INVALID,0.0,0.0,False,False,,,0,0.738128125667572,0,0.6,1.5,1,,,35.843287600969695,25.0,0.0,-0.05448417130357964,neutral,-0.0062377489293450866,0.0,0.005102339502418476,DAY_TRADE,"Confluência: confluência insuficiente: score=60.0% (mín 55%), votos=2 (mín 4). Votos: [MACD contra (-0.0062) | ADX weak trend (0.0 < 28.4) | BB near lower band (-0.05) | Bi-LSTM prob=73.8% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,5.0955414012738895,5.095541401273875,0.9999999999999972
DOTUSDT,2026-03-18 15:03:47.989579+00:00,2026-03-18,12,15,NO_SIGNAL,AGNO,6,1.55,1.49,1.62,1.69,INVALID,0.0,0.0,False,False,,,0,0.6759525537490845,0,0.75,3.0,1,,,27.860148321797347,25.0,0.0,-0.23424557162379572,neutral,-0.008865921177240488,0.0,-0.04313108680819453,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI oversold (27.9 < 31.48) | MACD contra (-0.0089) | ADX weak trend (0.0 < 28.4) | BB near lower band (-0.23) | Bi-LSTM prob=67.6% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,3.8709677419354875,4.5161290322580685,1.1666666666666665
DOTUSDT,2026-03-18 16:04:36.672848+00:00,2026-03-18,12,16,NO_SIGNAL,AGNO,4,1.56,1.54,1.59,1.62,INVALID,0.0,0.0,False,False,,,0,0.5765776634216309,0,0.6,1.5,1,,,32.70264870562305,25.0,0.0,-0.04453308697290707,neutral,-0.009513761794206354,0.0,0.1506766777255325,DAY_TRADE,"Confluência: confluência insuficiente: score=60.0% (mín 55%), votos=2 (mín 4). Votos: [MACD contra (-0.0095) | ADX weak trend (0.0 < 28.4) | BB near lower band (-0.04)]",0,0,0,0,0,0,0,0,0,0,1.2820512820512833,1.9230769230769247,1.4999999999999998
DOTUSDT,2026-03-18 17:05:01.429582+00:00,2026-03-18,12,17,NO_SIGNAL,AGNO,6,1.55,1.67,1.49,1.43,INVALID,0.0,0.0,False,False,,,0,0.4761534333229065,0,0.667,2.0,1,,,30.961794975684093,25.0,0.0,-0.0202007438485912,neutral,-0.00988580735140901,0.0,0.06462957994515049,DAY_TRADE,"Confluência: confluência insuficiente: score=66.7% (mín 55%), votos=2 (mín 4). Votos: [RSI contra SELL (31.0 < 31.48) | MACD aligned (-0.0099) | ADX weak trend (0.0 < 28.4)]",0,0,0,0,0,0,0,0,0,0,7.74193548387096,3.8709677419354875,0.500000000000001
DOTUSDT,2026-03-18 18:03:43.076833+00:00,2026-03-18,12,18,NO_SIGNAL,AGNO,4,1.57,1.55,1.6,1.63,INVALID,0.0,0.0,False,False,,,0,0.46166160702705383,0,0.6,1.5,1,,,34.19529662447407,25.0,0.0,0.09138756886011519,neutral,-0.009213325426937554,0.0,0.05356791274798204,DAY_TRADE,"Confluência: confluência insuficiente: score=60.0% (mín 55%), votos=2 (mín 4). Votos: [MACD contra (-0.0092) | ADX weak trend (0.0 < 28.4) | BB near lower band (0.09)]",0,0,0,0,0,0,0,0,0,0,1.2738853503184724,1.9108280254777086,1.5
DOTUSDT,2026-03-18 19:03:44.807746+00:00,2026-03-18,12,19,NO_SIGNAL,AGNO,6,1.56,1.6,1.52,1.48,INVALID,0.0,0.0,False,False,,,0,0.4377705156803131,0,1.0,2.0,0,,,33.6298775977036,25.0,0.0,0.12421015807230566,neutral,-0.008410948833325514,0.0,-0.020377135412068134,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=2 (mín 4). Votos: [MACD aligned (-0.0084) | ADX weak trend (0.0 < 28.4)]",0,0,0,0,0,0,0,0,0,0,2.5641025641025665,2.5641025641025665,1.0
DOTUSDT,2026-03-18 20:03:49.180094+00:00,2026-03-18,12,20,NO_SIGNAL,AGNO,6,1.55,1.58,1.52,1.49,INVALID,0.0,0.0,False,False,,,0,0.47238054871559143,0,1.0,2.0,0,,,31.92444553070541,25.0,0.0,0.12609433012876256,neutral,-0.0078053188191963985,0.0,0.11684744516285868,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=2 (mín 4). Votos: [MACD aligned (-0.0078) | ADX weak trend (0.0 < 28.4)]",0,0,0,0,0,0,0,0,0,0,1.9354838709677438,1.9354838709677438,1.0
DOTUSDT,2026-03-18 21:03:22.097116+00:00,2026-03-18,12,21,NO_SIGNAL,AGNO,6,1.56,1.58,1.53,1.5,INVALID,0.0,0.0,False,False,,,0,0.4395374655723572,0,1.0,3.0,0,,,37.60382783496775,25.0,0.0,0.22909352964890423,bearish,-0.006315881341321699,0.0,0.09775357697427567,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-0.0063) | Trend aligned (bearish) | ADX weak trend (0.0 < 22.5)]",0,0,0,0,0,0,0,0,0,0,1.2820512820512833,1.9230769230769247,1.4999999999999998
DOTUSDT,2026-03-19 00:03:56.861679+00:00,2026-03-19,12,0,NO_SIGNAL,AGNO,7,1.57,1.59,1.54,1.51,INVALID,0.0,0.0,False,False,,,0,0.44969281554222107,0,1.0,3.0,0,,,46.46941876201623,25.0,0.0,0.4129215519156568,bearish,-0.001593633558417908,0.0,-0.023419801190348907,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-0.0016) | Trend aligned (bearish) | ADX weak trend (0.0 < 22.5)]",0,0,0,0,0,0,0,0,0,0,1.2738853503184724,1.9108280254777086,1.5
DOTUSDT,2026-03-19 01:03:42.388779+00:00,2026-03-19,12,1,NO_SIGNAL,AGNO,7,1.56,1.58,1.53,1.5,INVALID,0.0,0.0,False,False,,,0,0.3844088912010193,0,1.0,3.0,0,,,40.678594428890385,25.0,0.0,0.3161263892551631,bearish,-0.0011311396857076675,0.0,0.10103577936362361,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-0.0011) | Trend aligned (bearish) | ADX weak trend (0.0 < 22.5) | Bi-LSTM contra prob=38.4% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2820512820512833,1.9230769230769247,1.4999999999999998
DOTUSDT,2026-03-19 02:03:46.996713+00:00,2026-03-19,12,2,NO_SIGNAL,AGNO,7,1.55,1.5686,1.519,1.494,INVALID,0.0,0.0,False,False,,,0,0.4271456301212311,0,1.0,3.0,0,,,38.93680648297682,25.0,0.0,0.2968155660755146,bearish,-0.000998338184354559,0.0,0.06948374129611645,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-0.0010) | Trend aligned (bearish) | ADX weak trend (0.0 < 22.5)]",0,0,0,0,0,0,0,0,0,0,1.1999999999999966,2.000000000000009,1.6666666666666787
DOTUSDT,2026-03-19 02:57:10.468905+00:00,2026-03-19,12,2,SELL,AGNO,7,1.55,1.5630564,1.492668,1.435336,SL_HIT,-0.8423483870967721,1.5630564,False,False,,0.6882759211573457,0,0.43232250213623047,0,1.0,5.0,0,,,38.93680648297682,31.03001944735947,0.019081323753608232,0.2968155660755146,bearish,-0.000998338184354559,-1.0,0.10377506739379719,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,0.8423483870967721,3.698838709677416,4.391103213749585
DOTUSDT,2026-03-19 03:03:54.805773+00:00,2026-03-19,12,3,SELL,AGNO,7,1.55,1.56290465,1.492668,1.435336,SL_HIT,-0.8325580645161195,1.56290465,False,False,,0.6882759211573457,0,0.41165587306022644,0,1.0,5.0,0,,,35.64908985785068,30.902854182632698,0.018575514863035443,0.23673196381885334,bearish,-0.0013959555895499322,-1.0,0.14400161665640637,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,0.8325580645161195,3.698838709677416,4.4427396326130975
DOTUSDT,2026-03-19 03:18:35.842270+00:00,2026-03-19,12,3,SELL,AGNO,7,1.56,1.59546739,1.48906522,1.41813043,TP2_HIT,6.820652243589746,1.41813043,True,False,,0.42328508302659257,0,0.42589640617370605,0,0.8,4.0,1,,,35.64908985785068,30.902854182632698,0.018575514863035443,0.23673196381885334,bearish,-0.0013959555895499322,1.0,0.10217692241744965,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.27355064102564,4.54710128205128,2.0
DOTUSDT,2026-03-19 03:36:18.320580+00:00,2026-03-19,12,3,SELL,AGNO,7,1.55,1.56290465,1.492668,1.435336,TP2_HIT,5.54825806451613,1.435336,True,True,real,0.6882759211573457,0,0.4320957660675049,0,1.0,5.0,0,,,35.64908985785068,30.902854182632698,0.018575514863035443,0.23673196381885334,bearish,-0.0013959555895499322,-1.0,0.13239984933516208,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,0.8325580645161195,3.698838709677416,4.4427396326130975
DOTUSDT,2026-03-22 11:01:15.430521+00:00,2026-03-22,12,11,SELL,AGNO,8,1.44,1.49670986,1.32658028,1.21316058,TP1_HIT,7.876369444444445,1.32658028,True,True,real,0.1932358447246423,0,0.4226548969745636,0,0.833,5.0,1,,,24.378591948157343,36.15047151388189,0.013472851386072496,-0.0030538416303684244,strong_bearish,-0.0026523454270734464,-1.0,0.04582817651089532,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.9381847222222226,7.876369444444445,2.0
DOTUSDT,2026-03-22 16:01:15.559554+00:00,2026-03-22,12,16,SELL,AGNO,8,1.43,1.49653821,1.29692358,1.16384716,TP1_HIT,9.306043356643347,1.29692358,True,True,real,0.4106232585042032,0,0.07858168333768845,0,0.833,5.0,1,,,28.30640186651237,39.02265431295889,0.012900696878817883,0.18255865865702206,strong_bearish,-0.001763007253581408,-1.0,0.05681918199596756,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,4.653021678321681,9.306043356643347,1.9999999999999967
DOTUSDT,2026-03-23 00:04:04.355298+00:00,2026-03-23,13,0,SELL,AGNO,8,1.41,1.48721808,1.25556384,1.10112768,SL_HIT,-5.476459574468099,1.48721808,False,False,,0.338834255267227,0,0.05210870876908302,0,0.667,4.0,2,,,24.693591299433397,45.138677830322784,0.01406027060874988,0.14868362594741438,strong_bearish,-0.0008332319630819547,1.0,0.11957905963528527,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,5.476459574468099,10.952919148936166,1.9999999999999942
DOTUSDT,2026-03-23 05:01:28.020207+00:00,2026-03-23,13,5,NO_SIGNAL,AGNO,4,1.44,1.42,1.48,1.52,INVALID,0.0,0.0,False,False,,,0,0.9311060905456543,0,0.714,2.5,1,,,48.99893590233856,39.34794558977812,0.013494987802293648,0.7136893510355705,neutral,0.0038220223333950663,-1.0,0.10702557229827468,DAY_TRADE,"Confluência: confluência insuficiente: score=71.4% (mín 55%), votos=2 (mín 4). Votos: [MACD aligned (0.0038) | ADX strong trend (39.3 >= 29.59) | CVD contra (negative) | Bi-LSTM prob=93.1% (ignorado: acc=54.4% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.3888888888888902,2.7777777777777803,2.0
DOTUSDT,2026-03-23 10:01:34.965911+00:00,2026-03-23,13,10,SELL,AGNO,7,1.42,1.45735157,1.34529686,1.27059371,SL_HIT,-2.630392253521127,1.45735157,False,False,real,0.4618101678376604,0,0.9568227529525757,0,0.8,4.0,1,,,40.195355931855424,37.708803085079595,0.01450524093822121,0.3376611994225223,strong_bearish,0.0012392758875481337,-1.0,0.09001978067173827,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.630392253521127,5.260784507042254,2.0
DOTUSDT,2026-03-23 15:02:14.218613+00:00,2026-03-23,13,15,SELL,AGNO,5,1.46,1.49791174,1.38417652,1.30835303,TP2_HIT,7.790083904109588,1.30835303,True,False,,0.5563054726183929,0,0.8348768949508667,0,0.833,5.0,1,,,60.29767159399729,36.56248769809389,0.01970580479081368,0.9082190435255191,neutral,0.008029532617238749,-1.0,0.049596940667566244,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.5966945205479433,5.1933890410958865,2.0
DOTUSDT,2026-03-23 20:01:44.815827+00:00,2026-03-23,13,20,SELL,AGNO,8,1.42,1.49810775,1.2637845,1.10756901,TP1_HIT,11.001091549295763,1.2637845,True,False,,0.6265685571212456,0,0.8534325361251831,0,0.833,5.0,1,,,43.53054853646583,26.387199505565043,0.020359156623414382,0.33336958061897315,strong_bearish,0.00016750220551246808,-1.0,0.0790276710923864,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,5.50054577464789,11.001091549295763,1.9999999999999971
DOTUSDT,2026-03-24 00:10:04.326908+00:00,2026-03-24,13,0,SELL,AGNO,7,1.42,1.4978596,1.2642808,1.10856161,TP1_HIT,10.966140845070411,1.2642808,True,False,,0.5159093341153754,0,0.7870829105377197,0,0.857,6.0,1,,,43.79212884111832,23.15993836857433,0.01953199059728142,0.3147905332860579,bearish,-0.0022357497007908294,-1.0,0.22466785693186625,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,5.483070422535214,10.966140845070411,1.9999999999999971
DOTUSDT,2026-03-24 05:01:43.037683+00:00,2026-03-24,13,5,SELL,AGNO,8,1.41,1.49746005,1.2350799,1.0601598,EXPIRED,10.212765957446802,1.266,True,False,,0.5982016642591181,0,0.6713313460350037,0,1.0,6.0,0,,,43.288749632009875,21.927596398531914,0.018200169659518452,0.2723537148641069,bearish,-0.0015925631624443982,-1.0,0.1751240924932504,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,6.2028404255319165,12.405680851063833,2.0
