symbol,timestamp,date,week,hour,signal,source,confidence,entry_price,stop_loss,tp1,tp2,outcome,pnl_pct,exit_price,is_winner,executed,execution_mode,ml_probability,ml_vote,lstm_probability,lstm_vote,confluence_score,votes_for,votes_against,market_regime,market_regime_base,rsi,adx,atr,bb_position,trend,macd_histogram,cvd,orderbook_imbalance,operation_type,block_reason,voter_rsi,voter_macd,voter_trend,voter_adx,voter_bb,voter_orderbook,voter_cvd,voter_regime,voter_setup_validator,voter_llm,risk_distance_pct,reward_distance_pct,risk_reward
BNBUSDT,2026-04-01 00:01:04.189609+00:00,2026-04-01,14,0,NO_SIGNAL,AGNO,7,617.41,601.15,631.34,639.5,INVALID,0.0,0.0,False,False,,0.6843,0,0.452950119972229,-1,0.6,3.0,2,,,58.0259441405374,21.619769194020154,4.259707769156129,0.7835576582601851,bullish,1.1123965321775,-1.0,-0.026112484548825747,DAY_TRADE,"Confluência: confluência insuficiente: score=60.0% (mín 55%), votos=3 (mín 5). Votos: [MACD aligned (1.1124) | Trend aligned (bullish) | ADX weak trend (21.6 < 29.93) | CVD contra (negative) | Bi-LSTM CONTRA (prob=45.3%) | ML neutro (prob=68.4%)]",0,1,1,0,0,0,-1,0,0,1,2.633582222510162,2.256199284106196,0.8567035670356749
BNBUSDT,2026-04-01 05:02:12.603712+00:00,2026-04-01,14,5,NO_SIGNAL,AGNO,6,615.9,601.74,631.34,640.0,INVALID,0.0,0.0,False,False,,0.4248,-1,0.5067791938781738,0,0.5,4.0,4,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,53.73549685030835,22.84468498198268,3.873375114479991,0.6450922002340574,bullish,0.2657859345898803,1.0,-0.44442040246277315,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 60%), votos=4 (mín 6). Votos: [MACD aligned (0.2658) | Trend aligned (bullish) | ADX weak trend (22.8 < 29.96) | Orderbook contra (sell_pressure, imb=-0.44) | CVD aligned (positive) | Bi-LSTM neutro (prob=50.7%) | ML contra -1 (prob=42.5%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2]",0,1,1,0,0,-1,1,-2,0,1,2.299074525085236,2.5069004708556673,1.090395480225995
BNBUSDT,2026-04-01 10:01:43.857856+00:00,2026-04-01,14,10,NO_SIGNAL,AGNO,6,616.17,608.05,631.34,638.5,INVALID,0.0,0.0,False,False,,0.4266,-1,0.5180954933166504,0,0.375,3.0,5,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,51.64293961849176,24.93480059677071,3.8772730002811833,0.4993338403838831,bullish,-0.12539325647357447,-1.0,-0.1897372657828933,DAY_TRADE,"Confluência: confluência insuficiente: score=37.5% (mín 60%), votos=3 (mín 6). Votos: [MACD contra (-0.1254) | Trend aligned (bullish) | ADX strong trend (24.9 >= 16.24) | CVD contra (negative) | Bi-LSTM neutro (prob=51.8%) | ML contra -1 (prob=42.7%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2]",0,-1,1,1,0,0,-1,-2,0,1,1.3178181346057103,2.461982894331122,1.8682266009852295
BNBUSDT,2026-04-01 15:01:55.776037+00:00,2026-04-01,14,15,SELL,LOCAL_GEN,3,614.04,618.64230037,607.13654944,603.68482417,SL_HIT,-0.7495114927366425,618.64230037,False,False,,0.5412907319446624,0,0.5,0,0.667,2.0,1,,,48.57411923398187,22.994562973163998,3.966801843585323,0.2058461707911748,neutral,-0.5928182253522885,-1.0,0.15893663762249166,SCALP,,0,1,0,0,0,0,1,-1,0,0,0.7495114927366425,1.1242672399192253,1.5000000010863896
BNBUSDT,2026-04-01 20:01:42.805465+00:00,2026-04-01,14,20,SELL,LOCAL_GEN,4,613.98,618.63306478,607.00040283,603.51060424,TP2_HIT,1.4209740488289546,603.51060424,True,False,,0.5412907319446624,0,0.5,0,0.8,4.0,1,,,48.54579895572623,22.44425966241014,3.920623902311238,0.2936865563134512,neutral,-0.3509134718800682,-1.0,-0.7592798125539524,SCALP,,0,1,0,1,0,1,1,-1,0,0,0.7578528258249491,1.1367792387374236,1.5
BNBUSDT,2026-04-02 01:02:02.581572+00:00,2026-04-02,14,1,SELL,LOCAL_GEN,3,612.48,614.8103084,608.74687904,606.88031856,TP1_HIT,0.6095090386624975,608.74687904,True,False,,0.5412907319446624,0,0.5,0,0.667,4.0,2,,,49.232891469280794,17.86060618612613,3.733120959130328,0.3918245656847005,bearish,-0.36779021681337665,-1.0,-0.3396988962681099,SCALP,,0,1,1,-1,0,1,1,-1,0,0,0.38047093782654706,0.6095090386624975,1.6019857972446943
BNBUSDT,2026-04-02 06:01:47.215193+00:00,2026-04-02,14,6,SELL,AGNO,8,591.05,609.66749852,563.12375222,549.16062833,SL_HIT,-3.1499024651044794,609.66749852,False,True,real,0.4266,-1,0.7473433017730713,0,0.625,5.0,3,BEAR_NORMAL_VOL,BEAR,26.77258458723493,25.547187409447712,4.61797752793005,-0.007878699048692006,strong_bearish,-2.813188250652394,1.0,0.07399680481157792,DAY_TRADE,,0,1,1,1,-1,0,-1,1,0,1,3.1499024651044794,4.7248536976567,1.499999999999994
BNBUSDT,2026-04-02 06:01:54.959477+00:00,2026-04-02,14,6,SELL,LOCAL_GEN,3,591.05,609.66749852,563.12375222,549.16062833,SL_HIT,-3.1499024651044794,609.66749852,False,False,,0.5412907319446624,0,0.5,0,0.667,4.0,2,,,26.77258458723493,25.547187409447712,4.61797752793005,-0.007878699048692006,strong_bearish,-2.813188250652394,1.0,0.07399680481157792,DAY_TRADE,,0,1,1,1,-1,0,-1,1,0,0,3.1499024651044794,4.7248536976567,1.499999999999994
BNBUSDT,2026-04-02 19:01:08.910247+00:00,2026-04-02,14,19,SELL,LOCAL_GEN,3,582.39,603.71598788,550.40101818,534.40652727,SL_HIT,-3.661805298854712,603.71598788,False,False,,0.5412907319446624,0,0.5,0,0.571,4.0,3,,,38.06797547926508,40.68149568382933,5.008159597098051,0.3717213886774036,strong_bearish,0.12020658358897762,-1.0,0.33077868556142004,DAY_TRADE,,-1,-1,1,1,0,-1,1,1,0,0,3.661805298854712,5.492707948282068,1.5000000000000002
BNBUSDT,2026-04-03 00:01:06.111545+00:00,2026-04-03,14,0,SELL,AGNO,8,583.73,602.81009315,555.10986028,540.79979041,SL_HIT,-3.2686504291367457,602.81009315,False,False,,0.5,0,0.6622638702392578,0,0.857,6.0,1,SQUEEZE_BREAKOUT_PENDING,BEAR,41.200644748849754,35.27373234562223,4.3059771659934665,0.5395542689310888,strong_bearish,1.5871902905118542,-1.0,-0.4412380788092364,DAY_TRADE,,0,-1,1,1,0,1,1,1,0,1,3.2686504291367457,4.902975642848577,1.4999999997379525
BNBUSDT,2026-04-03 00:01:09.314365+00:00,2026-04-03,14,0,SELL,LOCAL_GEN,5,583.73,602.81009315,555.10986028,540.79979041,SL_HIT,-3.2686504291367457,602.81009315,False,False,,0.5412907319446624,0,0.5,0,0.833,5.0,1,,,41.200644748849754,35.27373234562223,4.3059771659934665,0.5395542689310888,strong_bearish,1.5871902905118542,-1.0,-0.4412380788092364,DAY_TRADE,,0,-1,1,1,0,1,1,1,0,0,3.2686504291367457,4.902975642848577,1.4999999997379525
BNBUSDT,2026-04-03 05:01:11.812376+00:00,2026-04-03,14,5,NO_SIGNAL,AGNO,5,586.85,573.98,599.72,608.48,INVALID,0.0,0.0,False,False,,0.5,0,0.7436387538909912,0,0.4,2.0,3,SQUEEZE_BREAKOUT_PENDING,BEAR,47.97350916355146,28.444698573984578,3.8738294547810854,0.8229185294950597,neutral,1.7633134420113192,-1.0,-0.13530640668523686,DAY_TRADE,"Confluência: confluência insuficiente: score=40.0% (mín 55%), votos=2 (mín 5). Votos: [MACD aligned (1.7633) | ADX strong trend (28.4 >= 17.28) | CVD contra (negative) | ADX INVERTIDO (acc=27%, n=148) | Bi-LSTM neutro (prob=74.4%) | ML neutro (prob=50.0%) | REGIME contra (BEAR vs BUY) — voto contra]",0,1,0,-1,0,0,-1,-1,0,1,2.1930646672914724,2.1930646672914724,1.0
BNBUSDT,2026-04-03 10:01:06.071231+00:00,2026-04-03,14,10,NO_SIGNAL,AGNO,6,585.46,592.49,579.16,573.86,INVALID,0.0,0.0,False,False,,0.5534,0,0.7052361965179443,0,0.25,2.0,6,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,44.519012459357654,21.72417440812513,3.688526083611594,0.6417225195899731,bearish,1.1990569953770698,-1.0,-0.40344346207538395,DAY_TRADE,"Confluência: confluência insuficiente: score=25.0% (mín 60%), votos=2 (mín 6). Votos: [MACD contra (1.1991) | Trend aligned (bearish) | ADX strong trend (21.7 >= 16.84) | Orderbook aligned (sell_pressure, imb=-0.40) | CVD aligned (negative) | TREND INVERTIDO (acc=43%, n=155) | ADX INVERTIDO (acc=27%, n=148) | ORDERBOOK INVERTIDO (acc=32%, n=63) | Bi-LSTM neutro (prob=70.5%) | ML neutro (prob=55.3%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2]",0,-1,-1,-1,0,-1,1,-2,0,1,1.2007652102620114,1.076076930960282,0.8961593172119618
BNBUSDT,2026-04-03 14:01:37.491918+00:00,2026-04-03,14,14,BUY,LOCAL_GEN,3,586.31,581.79509203,595.6737,603.385,TP2_HIT,2.2546690317409013,603.385,True,False,,0.42781675338788433,-1,0.5,0,0.5,3.0,3,,,48.63480151040703,18.328953294476236,3.5831845866529273,0.741025196854774,neutral,0.8495254076621328,1.0,0.3075709471961979,SCALP,,0,1,0,1,0,-1,1,-1,0,0,0.7700547440773597,1.597056164827499,2.073951465283173
BNBUSDT,2026-04-03 19:01:25.961200+00:00,2026-04-03,14,19,NO_SIGNAL,AGNO,4,588.11,580.0,600.0,610.0,INVALID,0.0,0.0,False,False,,0.5216,0,0.5339398384094238,0,0.385,2.5,4,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,52.32681861861743,18.365695582073915,3.1349860556499585,0.8143476031902945,neutral,0.7282247432686075,-1.0,-0.16848188998134878,DAY_TRADE,"Confluência: confluência insuficiente: score=38.5% (mín 60%), votos=2 (mín 6). Votos: [MACD aligned (0.7282) | ADX LATERAL (18.4 < 20 — mercado sem tendência) | BB contra BUY (0.81 > 0.78) | CVD contra (negative) | MACD INVERTIDO (acc=42%, n=214) | ADX INVERTIDO (acc=38%, n=214) | CVD INVERTIDO (acc=44%, n=234) | Bi-LSTM neutro (prob=53.4%) | ML neutro (prob=52.2%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,-1,0,1,-1,0,1,-2,0,0,1.3789937256635687,2.0217306286238945,1.4660912453760746
BNBUSDT,2026-04-04 00:01:34.922588+00:00,2026-04-04,14,0,NO_SIGNAL,AGNO,4,587.98,580.0,595.0,602.0,INVALID,0.0,0.0,False,False,,0.5,0,0.4950788617134094,-1,0.467,3.5,4,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,51.78554695698333,18.34891782719748,2.706547087181733,0.6966653272642321,neutral,-0.010182790123110963,1.0,-0.35282891986695974,DAY_TRADE,"Confluência: confluência insuficiente: score=46.7% (mín 60%), votos=4 (mín 6). Votos: [MACD contra (-0.0102) | ADX LATERAL (18.3 < 20 — mercado sem tendência) | Orderbook contra (sell_pressure, imb=-0.35) | CVD aligned (positive) | MACD INVERTIDO (acc=42%, n=231) | ADX INVERTIDO (acc=40%, n=233) | ORDERBOOK INVERTIDO (acc=40%, n=89) | CVD INVERTIDO (acc=43%, n=253) | Bi-LSTM CONTRA (prob=49.5%) | ML neutro (prob=50.0%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,1,0,1,0,1,-1,-2,0,0,1.357189020034698,1.193918160481646,0.8796992481202965
BNBUSDT,2026-04-04 05:01:14.574841+00:00,2026-04-04,14,5,NO_SIGNAL,AGNO,5,588.87,581.8,600.65,609.32,INVALID,0.0,0.0,False,False,,0.5,0,0.48927733302116394,-1,0.286,2.0,5,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,56.754463186278905,17.037284270870263,2.2165220757165125,0.7088348230487973,neutral,0.17072717568870832,-1.0,-0.16230734267179037,DAY_TRADE,"Confluência: confluência insuficiente: score=28.6% (mín 60%), votos=2 (mín 6). Votos: [MACD aligned (0.1707) | ADX LATERAL (17.0 < 20 — mercado sem tendência) | CVD contra (negative) | Bi-LSTM CONTRA (prob=48.9%) | ML neutro (prob=50.0%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,1,0,-1,0,0,-1,-2,0,1,1.2006045476930478,2.0004415235960353,1.6661951909476505
BNBUSDT,2026-04-04 10:01:17.997221+00:00,2026-04-04,14,10,NO_SIGNAL,AGNO,6,590.38,583.3,602.19,611.04,INVALID,0.0,0.0,False,False,,0.5,0,0.49245399236679077,-1,0.5,4.0,4,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,59.10700753088559,14.491068072223754,2.148187703192751,0.7733059804154473,neutral,0.2648159205706086,1.0,0.4447659574468086,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 60%), votos=4 (mín 6). Votos: [MACD aligned (0.2648) | ADX LATERAL (14.5 < 20 — mercado sem tendência) | Orderbook aligned (buy_pressure, imb=0.44) | CVD aligned (positive) | Bi-LSTM CONTRA (prob=49.2%) | ML neutro (prob=50.0%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,1,0,-1,0,1,1,-2,0,1,1.199227616111664,2.0004065178359802,1.6680790960451963
BNBUSDT,2026-04-04 15:01:15.329463+00:00,2026-04-04,14,15,NO_SIGNAL,AGNO,5,590.37,583.34,602.18,611.03,INVALID,0.0,0.0,False,False,,0.5,0,0.51319420337677,0,0.5,3.0,3,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,59.20673259355935,16.820948360566668,1.9654640243373898,0.7269325809010265,neutral,0.11988272311865111,1.0,0.042255634584796406,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 60%), votos=3 (mín 6). Votos: [MACD aligned (0.1199) | ADX LATERAL (16.8 < 20 — mercado sem tendência) | CVD aligned (positive) | Bi-LSTM neutro (prob=51.3%) | ML neutro (prob=50.0%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,1,0,-1,0,0,1,-2,0,1,1.1907786642275138,2.0004404017819244,1.6799431009957315
BNBUSDT,2026-04-04 20:01:15.528924+00:00,2026-04-04,14,20,NO_SIGNAL,AGNO,4,593.91,614.46,585.59,577.0,INVALID,0.0,0.0,False,False,,0.5,0,0.5018820762634277,0,0.333,2.0,4,SQUEEZE_BREAKOUT_PENDING,BULL,70.04513165586424,17.92446561917133,2.102956209177927,0.9377589386226349,neutral,0.4448599952479282,1.0,-0.019057692664551172,DAY_TRADE,"Confluência: confluência insuficiente: score=33.3% (mín 55%), votos=2 (mín 5). Votos: [RSI overbought (70.0 > 69.95) | MACD contra (0.4449) | ADX LATERAL (17.9 < 20 — mercado sem tendência) | BB near upper band (0.94 > 0.85) | CVD contra (positive) | Setup neutro (NEW_SETUP, n=0) | Bi-LSTM neutro (prob=50.2%) | ML neutro (prob=50.0%) | REGIME contra (BULL vs SELL) — voto contra]",1,-1,0,-1,1,0,-1,-1,0,0,3.4601202202354004,1.4008856560758258,0.40486618004865743
BNBUSDT,2026-04-05 01:01:17.907003+00:00,2026-04-05,14,1,NO_SIGNAL,AGNO,4,592.64,614.46,585.33,578.0,INVALID,0.0,0.0,False,False,,0.5,0,0.5682653188705444,0,0.5,3.0,3,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,57.27934881674421,24.567122201964224,1.941315789604819,0.6650631101980568,neutral,0.26208248764890496,-1.0,-0.35409698996655525,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 55%), votos=3 (mín 5). Votos: [MACD contra (0.2621) | ADX strong trend (24.6 >= 20.32) | Orderbook aligned (sell_pressure, imb=-0.35) | CVD aligned (negative) | Setup neutro (NEW_SETUP, n=0) | Bi-LSTM neutro (prob=56.8%) | ML neutro (prob=50.0%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,-1,0,1,0,1,1,-2,0,0,3.681830453563723,1.2334638228941592,0.3350137488542589
BNBUSDT,2026-04-05 01:29:27.469387+00:00,2026-04-05,14,1,NO_SIGNAL,AGNO,5,593.1,585.33,601.86,614.46,INVALID,0.0,0.0,False,False,,0.5,0,0.5845924615859985,0,0.333,2.0,4,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,57.27934881674421,24.567122201964224,1.941315789604819,0.6650631101980568,neutral,0.26208248764890496,-1.0,-0.43487040117851744,DAY_TRADE,"Confluência: confluência insuficiente: score=33.3% (mín 55%), votos=2 (mín 5). Votos: [MACD aligned (0.2621) | ADX strong trend (24.6 >= 20.32) | Orderbook contra (sell_pressure, imb=-0.43) | CVD contra (negative) | Setup neutro (NEW_SETUP, n=0) | Bi-LSTM neutro (prob=58.5%) | ML neutro (prob=50.0%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,1,0,1,0,-1,-1,-2,0,0,1.3100657561962539,1.4769853313100643,1.127413127413129
BNBUSDT,2026-04-05 06:01:18.849483+00:00,2026-04-05,14,6,SELL,LOCAL_GEN,3,592.53,597.25565733,585.44151401,581.89727101,SL_HIT,-0.7975389144853409,597.25565733,False,False,,0.4809173246485428,0,0.5,0,0.8,4.0,1,,,53.48685120460483,24.373142931688466,1.8282866406047622,0.5853906923650046,neutral,-0.10153049551010818,-1.0,-0.37409610489571865,SCALP,,0,1,0,1,0,1,1,-1,0,0,0.7975389144853409,1.1963083708841715,1.4999999989419452
BNBUSDT,2026-04-05 11:01:42.045218+00:00,2026-04-05,14,11,SELL,LOCAL_GEN,3,593.9,595.95651818,590.5549,588.10792144,TP2_HIT,0.7692522781613015,588.10792144,True,False,,0.482701558743794,0,0.5,0,0.6,3.0,2,,,60.04925909102783,20.238336481917386,2.0825909211245484,0.7233621857474047,bullish,-0.11565476084977,-1.0,-0.3342153929425209,SCALP,,0,1,-1,0,0,1,1,-1,0,0,0.34627347701633476,0.5632429701970033,1.6265842104055617
BNBUSDT,2026-04-05 16:01:19.563970+00:00,2026-04-05,14,16,NO_SIGNAL,AGNO,6,593.49,586.43,605.36,614.46,INVALID,0.0,0.0,False,False,,0.4587,-1,0.6443042755126953,0,0.286,2.0,5,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,55.482777095784186,18.535129395208415,2.6722331188200874,0.6130440793469244,neutral,-0.3780654405869679,1.0,0.42649539379784623,DAY_TRADE,"Confluência: confluência insuficiente: score=28.6% (mín 55%), votos=2 (mín 5). Votos: [MACD contra (-0.3781) | ADX LATERAL (18.5 < 20 — mercado sem tendência) | Orderbook aligned (buy_pressure, imb=0.43) | CVD aligned (positive) | Setup neutro (NEW_SETUP, n=0) | Bi-LSTM neutro (prob=64.4%) | ML contra -1 (prob=45.9%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,-1,0,-1,0,1,1,-2,0,0,1.189573539571022,2.0000336989671275,1.6813031161472953
BNBUSDT,2026-04-05 21:01:17.126033+00:00,2026-04-05,14,21,NO_SIGNAL,AGNO,6,593.52,586.4,605.39,614.46,INVALID,0.0,0.0,False,False,,0.4563,0,0.6069519519805908,0,0.167,1.0,5,SQUEEZE_BREAKOUT_PENDING,SIDEWAYS,56.30198016276088,16.6521287283867,2.4048791934979508,0.6177295111624502,neutral,0.03119120161497535,-1.0,-0.2884463772538847,DAY_TRADE,"Confluência: confluência insuficiente: score=16.7% (mín 55%), votos=1 (mín 5). Votos: [MACD aligned (0.0312) | ADX LATERAL (16.7 < 20 — mercado sem tendência) | Orderbook contra (sell_pressure, imb=-0.29) | CVD contra (negative) | Setup neutro (NEW_SETUP, n=0) | Bi-LSTM neutro (prob=60.7%) | ML neutro (prob=45.6%) | REGIME LATERAL (SIDEWAYS_SQUEEZE) — voto contra x2 (range: BB data indisponível)]",0,1,0,-1,0,-1,-1,-2,0,0,1.1996225906456404,1.9999326054724365,1.6671348314606738
BNBUSDT,2026-04-06 01:01:35.615091+00:00,2026-04-06,15,1,NO_SIGNAL,AGNO,6,603.9,625.0,585.5,570.0,INVALID,0.0,0.0,False,False,,0.5182,0,0.6097575426101685,0,0.286,2.0,5,SIDEWAYS_HIGH_VOL,SIDEWAYS,74.28961810021863,19.18520706619252,3.331647987724168,1.1466803543533675,bullish,1.3633646398015977,1.0,0.18335187245087145,DAY_TRADE,"Confluência: confluência insuficiente: score=28.6% (mín 55%), votos=2 (mín 5). Votos: [RSI overbought (74.3 > 68.41) | MACD contra (1.3634) | Trend contra (bullish) | ADX LATERAL (19.2 < 20 — mercado sem tendência) | BB near upper band (1.15 > 0.86) | CVD contra (positive) | Setup neutro (NEW_SETUP, n=0) | Bi-LSTM prob=61.0% (ignorado: acc=50.2%) | ML neutro (prob=51.8%) | REGIME LATERAL (SIDEWAYS_HIGH) — voto contra x1 (range: BB data indisponível)]",1,-1,-1,-1,1,0,-1,-1,0,0,3.4939559529723505,3.046862063255502,0.872037914691941
BNBUSDT,2026-04-06 05:37:44.723839+00:00,2026-04-06,15,5,BUY,AGNO,6,600.86,597.00679427,608.14,614.45736842,TP1_HIT,1.2115967113803503,608.14,True,False,,0.5,0,0.6401956081390381,0,0.833,5.0,1,SQUEEZE_BREAKOUT_PENDING,BULL,59.83449086083256,23.54404476544449,3.3703308762719915,0.7573309932234751,bullish,1.0417046655244295,-1.0,0.44345701327174436,DAY_TRADE,,0,1,1,1,0,1,-1,1,0,0,0.6412817844423016,1.2115967113803503,1.8893359218584853
BNBUSDT,2026-04-06 05:37:48.216670+00:00,2026-04-06,15,5,BUY,LOCAL_GEN,4,600.86,597.00679427,608.14,614.45736842,TP1_HIT,1.2115967113803503,608.14,True,False,,0.4778749237538306,-1,0.5,0,0.714,5.0,2,,,59.83449086083256,23.54404476544449,3.3703308762719915,0.7573309932234751,bullish,1.0417046655244295,-1.0,0.44345701327174436,DAY_TRADE,,0,1,1,1,0,1,-1,1,0,0,0.6412817844423016,1.2115967113803503,1.8893359218584853
BNBUSDT,2026-04-06 10:01:50.602939+00:00,2026-04-06,15,10,SELL,AGNO,6,607.88,611.85804149,601.3104,596.685,TP2_HIT,1.4611929986181553,596.685,True,False,,0.5182,0,0.6590024828910828,0,0.625,5.0,3,SQUEEZE_BREAKOUT_PENDING,BULL,68.45645335463973,27.1872125143632,3.5268049808065633,1.029887193470552,bullish,0.5732857605158577,-1.0,-0.3461952026468156,DAY_TRADE,,1,-1,-1,1,1,1,1,-1,0,0,0.6544123001250263,1.0807396196617813,1.6514659328000172
BNBUSDT,2026-04-06 15:01:39.674740+00:00,2026-04-06,15,15,BUY,LOCAL_GEN,4,607.71,604.44538134,614.45736842,617.83105263,SL_HIT,-0.5372000888581718,604.44538134,False,False,,0.4827539182535714,-1,0.5,0,0.625,5.0,3,,,65.72223559385807,32.12058715281172,3.1757571235404902,0.8712104750005124,bullish,0.20849570946355112,1.0,-0.48208656877066197,DAY_TRADE,,0,1,1,1,-1,-1,1,1,0,0,0.5372000888581718,1.1102941238419526,2.066816716657479
BNBUSDT,2026-04-06 20:01:37.014093+00:00,2026-04-06,15,20,NO_SIGNAL,AGNO,5,607.04,614.66,599.77,592.5,INVALID,0.0,0.0,False,False,,0.5113,0,0.6494616270065308,0,0.6,3.0,2,SQUEEZE_BREAKOUT_PENDING,BULL,61.367916455228766,33.5215289334133,3.067123808019808,0.7661925943530682,bullish,-0.10581778816666887,-1.0,0.10103723602716215,DAY_TRADE,"Confluência: confluência insuficiente: score=60.0% (mín 55%), votos=3 (mín 5). Votos: [MACD aligned (-0.1058) | Trend contra (bullish) | ADX strong trend (33.5 >= 19.76) | CVD aligned (negative) | Setup neutro (NEW_SETUP, n=0) | Bi-LSTM prob=64.9% (ignorado: acc=53.1%) | ML neutro (prob=51.1%) | REGIME contra (BULL vs SELL) — voto contra]",0,1,-1,1,0,0,1,-1,0,0,1.2552714812862422,1.197614654717973,0.9540682414698134
BNXUSDT,2026-03-20 22:40:42.199456+00:00,2026-03-20,12,22,SELL,AGNO,1,100.0,102.0,98.0,95.0,TP2_HIT,3.5,95.0,True,False,,0.6123223594031094,0,,0,0.0,0.0,0,,,0.0,0.0,0.0,0.5,neutral,0.0,237964.7,0.0,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0
BNXUSDT,2026-03-21 03:04:08.967893+00:00,2026-03-21,12,3,BUY,AGNO,1,100.0,98.0,102.0,105.0,SL_HIT,-2.0,98.0,False,False,,0.8896690476148617,0,,0,0.0,0.0,0,,,0.0,0.0,0.0,0.5,neutral,0.0,237964.7,0.0,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0
BNXUSDT,2026-03-21 05:04:20.290518+00:00,2026-03-21,12,5,SELL,AGNO,1,100.0,102.0,98.0,95.0,TP2_HIT,3.5,95.0,True,False,,0.6123223594031094,0,,0,0.0,0.0,0,,,0.0,0.0,0.0,0.5,neutral,0.0,237964.7,0.0,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0
BRUSDT,2026-03-22 14:06:09.518398+00:00,2026-03-22,12,14,SELL,AGNO,6,0.11,0.117226,0.08600276,0.07977,SL_HIT,-6.569090909090907,0.117226,False,False,,0.9034506523097521,0,0.7390254735946655,0,0.714,5.0,2,,,92.18428759113681,68.34838528162777,0.004817330374293827,1.2377543964413162,strong_bullish,0.003067232470933764,-1.0,0.05093953369815439,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,6.569090909090907,21.81567272727273,3.3209576529200127
BRUSDT,2026-03-22 19:01:33.398512+00:00,2026-03-22,12,19,SELL,AGNO,6,0.2,0.24343802,0.10993105,0.0666,TP1_HIT,45.034475,0.10993105,True,False,,0.27137115977249404,0,0.5106942653656006,0,0.714,5.0,2,,,75.9694152002164,77.07616588600781,0.02895867712759217,1.239548594338937,strong_bullish,0.009245700618066201,-1.0,0.08272809317117194,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,21.719009999999997,45.034475,2.0735049617823282
BRUSDT,2026-03-23 00:05:07.279449+00:00,2026-03-23,13,0,BUY,AGNO,5,0.12,0.07337802,0.26833,0.41666,EXPIRED,10.841666666666661,0.13301,True,False,,0.3104625437976722,0,0.7409001588821411,0,0.8,4.0,1,,,51.99853249163212,74.5575125545959,0.031081320615541717,0.5391358333084116,neutral,-0.000144416865648294,1.0,0.26101410644224143,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,38.85165,123.60833333333335,3.1815465580826903
BRUSDT,2026-03-23 05:02:52.369332+00:00,2026-03-23,13,5,NO_SIGNAL,AGNO,4,0.09,0.09108,0.0882,0.08685,INVALID,0.0,0.0,False,False,,,0,0.6037909984588623,0,0.556,2.5,2,,,44.725820381241114,63.28220267494171,0.025717292726383765,0.28369652587241245,neutral,-0.0071308427987766525,1.0,0.23302569219256672,DAY_TRADE,"Confluência: confluência insuficiente: score=55.6% (mín 55%), votos=2 (mín 4). Votos: [MACD aligned (-0.0071) | ADX strong trend (63.3 >= 25) | Orderbook contra (buy_pressure, imb=0.23) | CVD contra (positive) | Bi-LSTM prob=60.4% (ignorado: acc=54.4% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.1999999999999975,1.9999999999999956,1.6666666666666665
